Condition,Group,is_weird,condition_bin,group_bin,sentiment_mean,interaction_feeling_sentiment,definition_feeling_sentiment,explanation_comment_sentiment,response_count_non_empty,combined_text_length,analytical_change,emotional_change,overall_change,analytical_minus_emotional_change,interaction_feeling_text,definition_feeling_text,explanation_comment_text,combined_text
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,149.0,-2,-8,-10,6,I felt something new to me since this is the first time interacting with AI like that.,,I learned how to predict the hidden word from a given list.,I felt something new to me since this is the first time interacting with AI like that. || I learned how to predict the hidden word from a given list.
Interactive,NORMAL,False,1.0,0.0,0.15384615384615385,0.0,,0.3076923076923077,2.0,100.0,4,2,6,2,They are powerful.,,AI models arent perfect but they are actively being updated and getting better,They are powerful. || AI models arent perfect but they are actively being updated and getting better
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,153.0,-9,-2,-11,-7,The AI is much less intelligent,,"Interact with the charts to see LLM behaviours. LLM can have stereotypes problems. And, they change from time to time.","The AI is much less intelligent || Interact with the charts to see LLM behaviours. LLM can have stereotypes problems. And, they change from time to time."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,221.0,-5,0,-5,-5,it was okay,,looked over the differences between ZARI and BERT and the data they can collect over the years be it predicting what the next sentence may be or how gender has changed over the years based on the occupation,it was okay || looked over the differences between ZARI and BERT and the data they can collect over the years be it predicting what the next sentence may be or how gender has changed over the years based on the occupation
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,146.0,-3,0,-3,-3,It was very pleasant and I think he is very smart.,,"6HI248UGNB, I familiarized myself with BERT and tested its capabilities based on 4 examples.","It was very pleasant and I think he is very smart. || 6HI248UGNB, I familiarized myself with BERT and tested its capabilities based on 4 examples."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,48.0,2,0,2,2,no problems,,Language models and how they work,no problems || Language models and how they work
Interactive,WEIRD,True,1.0,1.0,0.6428571428571428,1.0,,0.2857142857142857,2.0,100.0,2,0,2,2,quite good,,"updated models and saw how ai could predict accurately, and then give my understanding","quite good || updated models and saw how ai could predict accurately, and then give my understanding"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,43.0,0,-6,-6,6,Curious,,Learn and explain how LLMs learn,Curious || Learn and explain how LLMs learn
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,40.0,4,6,10,-2,Nothing special. Raw model,,7XI55HU3Y0,Nothing special. Raw model || 7XI55HU3Y0
Interactive,NORMAL,False,1.0,0.0,0.5,1.0,,0.0,2.0,31.0,0,2,2,-2,Feels good.,,used LLM models.,Feels good. || used LLM models.
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,16.0,1,-6,-5,7,CONFUSED,,BERT,CONFUSED || BERT
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,79.0,-2,-6,-8,4,,SOMETHING THAT CAN CHANGE THE FUTURE,interacting and learning more about LLM,SOMETHING THAT CAN CHANGE THE FUTURE || interacting and learning more about LLM
Interactive,NORMAL,False,1.0,0.0,0.5,1.0,,0.0,2.0,40.0,0,-8,-8,8,very positive,,i was editing sentences,very positive || i was editing sentences
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,93.0,4,4,8,0,Be precise when interact with them otherwise it will be problem,,It was interseting and new,Be precise when interact with them otherwise it will be problem || It was interseting and new
Interactive,NORMAL,False,1.0,0.0,-0.029454545454545455,,0.032,-0.09090909090909091,2.0,1661.0,2,-8,-6,10,,"When reading the definition of AI, I felt a mix of curiosity and reflection.  On one hand, it’s impressive to see how AI is described as systems that can perform tasks like understanding language, recognizing patterns, and generating content — things that once seemed uniquely human. That highlights how far the technology has progressed.  On the other hand, the definition also feels grounding. It reminds me that AI systems don’t truly “understand” the world the way humans do; they learn patterns from data and make predictions based on probabilities. That distinction is important, especially when thinking about bias, responsibility, and how these systems should be used.  Overall, the definition made me both excited about AI’s capabilities and thoughtful about its limitations and impact.","During the interaction, I read through each section about language models and reflected on what I learned.  I summarized how models like BERT are trained by predicting missing words and how they learn statistical patterns from large amounts of text. I also explained how these models can pick up on regional patterns (like differences between Texas and New York) and social associations (such as connections between names, gender, and occupations).  In the later sections, I reflected on the risks of bias in language models, including how they can reinforce stereotypes, and discussed approaches to reducing bias, such as training with gender-swapped sentences.  Overall, I engaged with each section by summarizing key ideas, considering their implications, and sharing thoughtful reflections on how language models learn patterns and how bias can be addressed.","When reading the definition of AI, I felt a mix of curiosity and reflection.  On one hand, it’s impressive to see how AI is described as systems that can perform tasks like understanding language, recognizing patterns, and generating content — things that once seemed uniquely human. That highlights how far the technology has progressed.  On the other hand, the definition also feels grounding. It reminds me that AI systems don’t truly “understand” the world the way humans do; they learn patterns from data and make predictions based on probabilities. That distinction is important, especially when thinking about bias, responsibility, and how these systems should be used.  Overall, the definition made me both excited about AI’s capabilities and thoughtful about its limitations and impact. || During the interaction, I read through each section about language models and reflected on what I learned.  I summarized how models like BERT are trained by predicting missing words and how they learn statistical patterns from large amounts of text. I also explained how these models can pick up on regional patterns (like differences between Texas and New York) and social associations (such as connections between names, gender, and occupations).  In the later sections, I reflected on the risks of bias in language models, including how they can reinforce stereotypes, and discussed approaches to reducing bias, such as training with gender-swapped sentences.  Overall, I engaged with each section by summarizing key ideas, considering their implications, and sharing thoughtful reflections on how language models learn patterns and how bias can be addressed."
Interactive,NORMAL,False,1.0,0.0,0.2,0.0,,0.4,2.0,64.0,0,2,2,-2,Stupid,,Click on some words and read stuff I don't understand.,Stupid || Click on some words and read stuff I don't understand.
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,55.0,0,-6,-6,6,Normal,,Read the info and test the interactive charts,Normal || Read the info and test the interactive charts
Interactive,WEIRD,True,1.0,1.0,0.14285714285714285,0.2857142857142857,,0.0,2.0,148.0,7,-6,1,13,Felt it was a bit pointless i have used better AI's in the past,,I clicked on different words and updated the sentence by shakespear by using BERT,Felt it was a bit pointless i have used better AI's in the past || I clicked on different words and updated the sentence by shakespear by using BERT
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,177.0,0,-6,-6,6,Very interesting experience.,,"I have to evaluate some of question,to change the words ,and it was some charts with the common words used in different domenis. Very interesting","Very interesting experience. || I have to evaluate some of question,to change the words ,and it was some charts with the common words used in different domenis. Very interesting"
Interactive,NORMAL,False,1.0,0.0,0.13333333333333333,0.26666666666666666,,0.0,2.0,146.0,-10,-8,-18,-2,My trust in output has changed a little because of the possible error in judgement,,I answered different questions regarding a model called BERT,My trust in output has changed a little because of the possible error in judgement || I answered different questions regarding a model called BERT
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,97.0,-1,0,-1,-1,I felt indifferent,,I read the study and interacted with the various graphs and visualizations.,I felt indifferent || I read the study and interacted with the various graphs and visualizations.
Interactive,WEIRD,True,1.0,1.0,0.03508771929824561,0.07017543859649122,,0.0,2.0,490.0,-2,2,0,-4,"It hasn't really swayed my current perception of LLMs, what is bothersome is the fact that the input is based on certain historical narratives and statistics which gives about as much trust in the AI as I have in its creators (which is little to none) regarding the well being of people and empathy as a whole",,"I read the rationale behing each reasoning method for BERT and another model, modified some of the text to see BERT in action and summarized my learnings at the end of each page","It hasn't really swayed my current perception of LLMs, what is bothersome is the fact that the input is based on certain historical narratives and statistics which gives about as much trust in the AI as I have in its creators (which is little to none) regarding the well being of people and empathy as a whole || I read the rationale behing each reasoning method for BERT and another model, modified some of the text to see BERT in action and summarized my learnings at the end of each page"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,91.0,-1,-8,-9,7,I felt excited,,I clicked on different words to see how they'd be filled in the sentence.,I felt excited || I clicked on different words to see how they'd be filled in the sentence.
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,92.0,-4,0,-4,-4,Feel lazy,,"I changed some of the setences to test the model, i learned about BERT and ZARI","Feel lazy || I changed some of the setences to test the model, i learned about BERT and ZARI"
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,76.0,-2,-8,-10,6,,Interested,I had to answer questions on AI structured product interaction,Interested || I had to answer questions on AI structured product interaction
Interactive,NORMAL,False,1.0,0.0,0.005494505494505503,0.15384615384615385,,-0.14285714285714285,2.0,498.0,2,2,4,0,"I believe this artificial intelligence has great potential for further development in the future, and once it is perfected, it will bring many benefits to humanity.",,"I learned that BERT is trained to predict for what should fill in the hidden word of a sentence. I learned that BERT also know something about many places. I learned that deploying large language models at scale also risks amplifying and perpetuating today's harmful stereotypes, and we are have some ways to mitigate model bias..","I believe this artificial intelligence has great potential for further development in the future, and once it is perfected, it will bring many benefits to humanity. || I learned that BERT is trained to predict for what should fill in the hidden word of a sentence. I learned that BERT also know something about many places. I learned that deploying large language models at scale also risks amplifying and perpetuating today's harmful stereotypes, and we are have some ways to mitigate model bias.."
Interactive,NORMAL,False,1.0,0.0,-0.24166666666666667,,-0.4,-0.08333333333333333,2.0,367.0,-2,0,-2,-2,,I'm quite concerned about the increasingly rapid development of AI.,"I learned how the BERT model is trained, deploying large language models at scale also risks amplifying and perpetuating today's harmful stereotypes. And I learn that it's also possible that as models grow more capable, they might be able to explain and perform some of this debiasing themselves.","I'm quite concerned about the increasingly rapid development of AI. || I learned how the BERT model is trained, deploying large language models at scale also risks amplifying and perpetuating today's harmful stereotypes. And I learn that it's also possible that as models grow more capable, they might be able to explain and perform some of this debiasing themselves."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,184.0,1,-8,-7,9,I felt at ease,,"I checked the way that they trained different models to do different things, like finish a sentence that are based on books or to predict the name based on the gender","I felt at ease || I checked the way that they trained different models to do different things, like finish a sentence that are based on books or to predict the name based on the gender"
Interactive,NORMAL,False,1.0,0.0,0.5,1.0,,0.0,2.0,124.0,1,0,1,1,I felt comfortable,,That artificial intelligence predicts the answer with the highest percentage of match to the sentence.,I felt comfortable || That artificial intelligence predicts the answer with the highest percentage of match to the sentence.
Interactive,NORMAL,False,1.0,0.0,0.11764705882352941,0.23529411764705882,,0.0,2.0,237.0,-6,0,-6,-6,It's useful in a sense that it demonstrates some of the points with concrete and interactive examples.,,(KOQXAP4Z4B) finding out more about how ai generate its response and how it's influenced by various issues and it's rarely nuanced.,It's useful in a sense that it demonstrates some of the points with concrete and interactive examples. || (KOQXAP4Z4B) finding out more about how ai generate its response and how it's influenced by various issues and it's rarely nuanced.
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,70.0,-3,0,-3,-3,it was neutral experience,,i have to analyse ai data bot  EGSBWXPXJA,it was neutral experience || i have to analyse ai data bot  EGSBWXPXJA
Interactive,NORMAL,False,1.0,0.0,0.2544802867383512,0.4444444444444444,,0.06451612903225806,2.0,445.0,5,-4,1,9,I feel better knowing more about how they function,,"I learned that models like BERT predict missing words by assigning probabilities, and those probabilities reveal real patterns—including bias. Debiasing tricks like swapping gendered sentences can reduce some stereotypes but don’t remove them and may just shift them, so it’s often better to focus on real harms with task-specific fixes, transparency, and better prompts that steer the model","I feel better knowing more about how they function || I learned that models like BERT predict missing words by assigning probabilities, and those probabilities reveal real patterns—including bias. Debiasing tricks like swapping gendered sentences can reduce some stereotypes but don’t remove them and may just shift them, so it’s often better to focus on real harms with task-specific fixes, transparency, and better prompts that steer the model"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,116.0,-10,-8,-18,-2,I felt a bit confused on how to use it,,I filled in the blank spaces with words that have the highest probability.,I felt a bit confused on how to use it || I filled in the blank spaces with words that have the highest probability.
Interactive,NORMAL,False,1.0,0.0,0.2857142857142857,0.5714285714285714,,0.0,2.0,66.0,-6,-2,-8,-4,"It was good, it’s human like",,It was about large language Models,"It was good, it’s human like || It was about large language Models"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,51.0,-4,-2,-6,-2,Bir insanla konuşur gibi,,Working with algorithms,Bir insanla konuşur gibi || Working with algorithms
Interactive,NORMAL,False,1.0,0.0,0.5952380952380952,1.0,,0.19047619047619047,2.0,136.0,-3,-2,-5,-1,I feel good.,,I think AI doesn't even need to read an entire literary work to understand almost every aspect of its author's thinking.,I feel good. || I think AI doesn't even need to read an entire literary work to understand almost every aspect of its author's thinking.
Interactive,NORMAL,False,1.0,0.0,0.5,1.0,,0.0,2.0,35.0,0,-6,-6,6,Great,,Only a simple intereaction,Great || Only a simple intereaction
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,27.0,0,-6,-6,6,,Excited,Just interaction,Excited || Just interaction
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,136.0,1,-6,-5,7,,No feelings,"I answered questions about LLM’s, what they do and how they work. Additionally, how challenge of biases can be mitigated.","No feelings || I answered questions about LLM’s, what they do and how they work. Additionally, how challenge of biases can be mitigated."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,200.0,-4,2,-2,-6,"It was quite interesting, I was familiar with BERT but not Zari. The speed of the model updating was quite impressive.",,"I learnt about BERT and played with some models, then described what I learnt.","It was quite interesting, I was familiar with BERT but not Zari. The speed of the model updating was quite impressive. || I learnt about BERT and played with some models, then described what I learnt."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,229.0,-5,-4,-9,-1,overwhelmed because i use bert to find information and did not know how it came to such information using other different aspects.,,"I was looking at how BERT can predict words using cultural, associations and historical aspects","overwhelmed because i use bert to find information and did not know how it came to such information using other different aspects. || I was looking at how BERT can predict words using cultural, associations and historical aspects"
Interactive,NORMAL,False,1.0,0.0,0.3333333333333333,0.6666666666666666,,0.0,2.0,40.0,-3,-6,-9,3,Confident and it easy to use,,question,Confident and it easy to use || question
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,102.0,2,-8,-6,10,LIKE I WAS INTERCTING WITH A REAL HUMAN BEING,,LEARNED HOW YOU CAN EDIT AND UPDATE SENTENCES WITH AI,LIKE I WAS INTERCTING WITH A REAL HUMAN BEING || LEARNED HOW YOU CAN EDIT AND UPDATE SENTENCES WITH AI
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,168.0,0,-6,-6,6,It was very interesting to see the development of responses.,,"Analyzed BERT and Zari, two AI that compare and give results based on data but with different aproaches.","It was very interesting to see the development of responses. || Analyzed BERT and Zari, two AI that compare and give results based on data but with different aproaches."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,117.0,11,-8,3,19,Calm and collected,,During the interaction I was showed comparing occupations of people according to gender and age,Calm and collected || During the interaction I was showed comparing occupations of people according to gender and age
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,49.0,4,-4,0,8,I dont feel different,,I learn hoe the IA works,I dont feel different || I learn hoe the IA works
Interactive,NORMAL,False,1.0,0.0,0.030303030303030304,0.0,,0.06060606060606061,2.0,603.0,2,-4,-2,6,"I was fascinated by the visualizations. Seeing the scatter plots made the 'black box' of AI feel much more understandable, especially seeing how it physically clusters concepts like 'Texas' and 'cattle' together.",,"I navigated through the five sections of the interactive article to understand how BERT works. I experimented with the 'fill-in-the-blank' tool to see how it predicts the end of Shakespeare quotes. I also explored the scatter plots to see how the model associates different locations (like Texas vs. New York) with different products, and how it links specific names to genders and jobs.","I was fascinated by the visualizations. Seeing the scatter plots made the 'black box' of AI feel much more understandable, especially seeing how it physically clusters concepts like 'Texas' and 'cattle' together. || I navigated through the five sections of the interactive article to understand how BERT works. I experimented with the 'fill-in-the-blank' tool to see how it predicts the end of Shakespeare quotes. I also explored the scatter plots to see how the model associates different locations (like Texas vs. New York) with different products, and how it links specific names to genders and jobs."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,115.0,0,-8,-8,8,It was a very nice and new experience.,,I got a chance to edit the sentences and see the newly generated outcome.,It was a very nice and new experience. || I got a chance to edit the sentences and see the newly generated outcome.
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,113.0,0,-4,-4,4,,"I didn't experience emotions, I can say I was neutral.",I read about LLM and BERT. I learnt how BERT functions.,"I didn't experience emotions, I can say I was neutral. || I read about LLM and BERT. I learnt how BERT functions."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,382.0,10,-2,8,12,I'm can't fully answer this question since I was unable to continue past section one and interact with it in its entirety,,"I unfortunately am unable to continue past section one for some reason, but there I was instructed on how LLMs are using data in order to generate stuff. I was able to click different parts of the sentence and view the probability of what the output will be","I'm can't fully answer this question since I was unable to continue past section one and interact with it in its entirety || I unfortunately am unable to continue past section one for some reason, but there I was instructed on how LLMs are using data in order to generate stuff. I was able to click different parts of the sentence and view the probability of what the output will be"
Interactive,WEIRD,True,1.0,1.0,0.26050420168067223,0.2857142857142857,,0.23529411764705882,2.0,162.0,2,-2,0,4,"It was fun to learn how the model works, i felt good learning more",,learned about BERT and Zari and how work is being done to understand and mitigate its biases,"It was fun to learn how the model works, i felt good learning more || learned about BERT and Zari and how work is being done to understand and mitigate its biases"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,81.0,-6,-8,-14,2,I was interested.,,I did some updates as required and described what I learned.,I was interested. || I did some updates as required and described what I learned.
Interactive,NORMAL,False,1.0,0.0,0.04938271604938271,0.0,,0.09876543209876543,2.0,497.0,-3,-6,-9,3,I feel normal,,"During our interaction, I read each section of the material you provided and wrote clear, concise summaries explaining the key ideas. I focused on highlighting what each part said about language models, bias, and how researchers try to measure or reduce those biases. When you shared a document, I used its content to produce an accurate summary based on the text itself. My role throughout was to help you understand the material and express what you learned in a structured way.","I feel normal || During our interaction, I read each section of the material you provided and wrote clear, concise summaries explaining the key ideas. I focused on highlighting what each part said about language models, bias, and how researchers try to measure or reduce those biases. When you shared a document, I used its content to produce an accurate summary based on the text itself. My role throughout was to help you understand the material and express what you learned in a structured way."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,60.0,3,-2,1,5,curious,,removed words in sentences so ai could predict it,curious || removed words in sentences so ai could predict it
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,100.0,8,6,14,2,"Very odd experience, very mechanical.",,I made up different sentences using a large language model.,"Very odd experience, very mechanical. || I made up different sentences using a large language model."
Interactive,NORMAL,False,1.0,0.0,-0.25,-0.5,,0.0,2.0,154.0,7,-6,1,13,Uncomfortable since I saw the bias BERT had,,"I compared different results on BERT and Zari, using different words and sentences to see how they function","Uncomfortable since I saw the bias BERT had || I compared different results on BERT and Zari, using different words and sentences to see how they function"
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,155.0,6,-4,2,10,,Normal. I tend to interact on a daily basis with AI,"Learning of AI models, BERT and Zari, and how training and restraining them affects their perception","Normal. I tend to interact on a daily basis with AI || Learning of AI models, BERT and Zari, and how training and restraining them affects their perception"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,92.0,3,-6,-3,9,Like I was talking with a person.,,I had to fill the miss words or complete the sentences.,Like I was talking with a person. || I had to fill the miss words or complete the sentences.
Interactive,NORMAL,False,1.0,0.0,0.5,1.0,,0.0,2.0,63.0,-9,-6,-15,-3,good,,I learnt about all the things that the AI bert could do,good || I learnt about all the things that the AI bert could do
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,88.0,2,-6,-4,8,,i felt educated more about AI,I learnt about all the things that the AI bert could do,i felt educated more about AI || I learnt about all the things that the AI bert could do
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,116.0,6,2,8,4,uncomfortable,,I could test AI in different ways with different outcomes. I could make BERT work in different ways,uncomfortable || I could test AI in different ways with different outcomes. I could make BERT work in different ways
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,91.0,-4,2,-2,-6,,uncomfortable,Introduction of BERT. What it can do and what possible problems go with it,uncomfortable || Introduction of BERT. What it can do and what possible problems go with it
Interactive,WEIRD,True,1.0,1.0,-0.08695652173913043,0.0,,-0.17391304347826086,2.0,140.0,0,-4,-4,4,it was somewhat interesting,,read how ai can gues the next word of a sentence and how the data it is trained on can cause bias. 042FTJDVDI,it was somewhat interesting || read how ai can gues the next word of a sentence and how the data it is trained on can cause bias. 042FTJDVDI
Interactive,NORMAL,False,1.0,0.0,-0.5,,-1.0,0.0,2.0,76.0,-8,0,-8,-8,,Feel worried from AI,learning more about AI and thee way that the AI work,Feel worried from AI || learning more about AI and thee way that the AI work
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,71.0,-1,6,5,-7,i felt like it knows everything that is related to people,,WWHKV2NWCG,i felt like it knows everything that is related to people || WWHKV2NWCG
Interactive,WEIRD,True,1.0,1.0,0.125,0.0,,0.25,2.0,111.0,1,-8,-7,9,Fine,,Answered questions relating to my understanding of how AI systems generate output based on their input.,Fine || Answered questions relating to my understanding of how AI systems generate output based on their input.
Interactive,NORMAL,False,1.0,0.0,-0.047619047619047616,0.0,,-0.09523809523809523,2.0,424.0,3,-6,-3,9,"I felt curious and engaged while interacting with the AI, since it was interesting to see how its predictions changed with different inputs.",,"I explored how the model’s predictions changed when different sentences, years, or prompts were used. I compared outputs for gendered words and contexts to see patterns and bias shifts. Then I observed how wording changes affected probabilities and reflected learned associations.","I felt curious and engaged while interacting with the AI, since it was interesting to see how its predictions changed with different inputs. || I explored how the model’s predictions changed when different sentences, years, or prompts were used. I compared outputs for gendered words and contexts to see patterns and bias shifts. Then I observed how wording changes affected probabilities and reflected learned associations."
